personId,n_shots,mean_lateral_dev,std_lateral_dev,p50_lateral_dev,p75_lateral_dev,p90_lateral_dev,p95_lateral_dev,max_lateral_dev
1642264,11,14.26070204951722,3.4668451051555227,16.1207599999999,17.377456830222002,17.63750756549526,17.979624311958965,18.32174105842267
1630695,6,13.96763619606889,2.839959317794715,13.67015885482704,15.525658220059439,17.177641435167065,17.972786094908237,18.76793075464941
1642355,3,13.719650824062853,3.8485978241954393,13.928646317284361,16.126936771464017,17.44591104397181,17.885569134807746,18.325227225643676
1631101,25,14.347292145504735,2.657569080152799,14.772504226103932,16.139143057916783,17.188894693784793,17.876675699506723,20.068715762846065
1630170,14,15.007989491831442,2.0352295562522893,14.853175672497475,16.639969486712218,17.5968002718256,17.814447039085035,17.87221739303814
1630202,40,14.58380262402269,2.5552869734155688,15.426463667180375,17.05323060107126,17.476580297124517,17.73660619457497,17.972921799335882
203484,13,14.95924591497628,1.4690289360713233,14.646106614939818,15.771871644994937,17.327283736388548,17.726620135693988,17.90521649184954
1627759,18,14.38053098361457,2.4529628975639617,14.797240534585018,15.714936860139396,17.39849600840146,17.7103471091483,18.317935252031166
1642851,8,14.15714698050736,3.3134297079656547,14.628239008021076,17.522453476757434,17.65178040374462,17.703997837524884,17.756215271305148
1642383,5,14.200203927978754,2.609849763014029,12.680576758313135,16.71800939159407,17.45210382110873,17.69680196428028,17.941500107451834
1630311,8,15.12758141965059,2.273967822560379,15.517701443889084,16.80502648425263,17.460614597850267,17.657123422120147,17.853632246390028
204456,5,15.597681997573824,1.847143273288956,16.350068312567473,17.02768236833169,17.475648417843175,17.624970434347002,17.77429245085083
203110,14,13.864517327196621,2.619060826021336,14.104781998808399,15.394881960119806,15.96229805519761,17.50871911351491,20.067598331491563
202696,9,14.476836995749153,1.9269899588165988,14.241342654344301,16.519183642631173,17.182954903434265,17.23779972357486,17.292644543715454
1629640,4,12.12677572105002,3.9591084618935377,11.68765723193917,14.492233776449385,16.519652824822344,17.195459174279996,17.87126552373765
