game_id,period,gc_seconds,defender_id,defender_name,shooter_id,shooter_name,n_intrusion_episodes,max_episode_score,total_contact_frames,max_intrusion_depth,primary_joint,cvi_landing_space_flag,violation_type
22500005,6,251.0,1628983,Shai Gilgeous-Alexander,1631097,Bennedict Mathurin,0,0.0,0,0.0,none,False,Clean
22500005,6,59.8,1628983,Shai Gilgeous-Alexander,1641767,Ben Sheppard,2,0.0081,5,0.0576,j_rHip,True,Crowding
22500005,6,28.8,1628983,Shai Gilgeous-Alexander,1627783,Pascal Siakam,1,0.0001,1,0.0022,j_rElbow,True,Crowding
22500005,6,20.7,1628983,Shai Gilgeous-Alexander,1641716,Jarace Walker,5,0.0,43,0.0504,j_lElbow,False,Clean
22500085,1,669.0,1630529,Herbert Jones,1629630,Ja Morant,6,0.0,35,0.1475,j_lElbow,False,Clean
22500085,1,656.0,1642377,Jaylen Wells,1629673,Jordan Poole,4,0.0,29,0.0749,j_lWrist,False,Clean
22500085,1,604.0,1629627,Zion Williamson,203484,Kentavious Caldwell-Pope,0,0.0,0,0.0,none,False,Clean
22500085,1,578.0,1629673,Jordan Poole,1642377,Jaylen Wells,6,0.0006,38,0.0706,j_rWrist,True,Crowding
22500085,1,516.0,1629630,Ja Morant,1630529,Herbert Jones,1,0.0,2,0.0112,j_rElbow,False,Clean
22500085,1,230.0,1628991,Jaren Jackson Jr.,1630530,Trey Murphy III,3,0.0028,17,0.092,j_rShoulder,True,Crowding
